date,duration
4/23/17,16281185
4/24/17,10839944
4/25/17,13136098
4/26/17,9701267
4/27/17,4583181
4/28/17,7248755
4/29/17,1279540
4/30/17,1046257
5/1/17,4655534
5/2/17,4895209
5/3/17,7914837
5/4/17,6137763
5/5/17,6170734
5/6/17,8649584
5/7/17,7638170
5/8/17,7806804
5/9/17,6026983
5/10/17,5846671
5/11/17,9249641
5/12/17,12192063
5/13/17,19821323
5/14/17,14796937
5/15/17,14444343
5/16/17,16337284
5/17/17,12435553
5/18/17,13855763
5/19/17,3672592
5/20/17,5073554
5/21/17,12256826
5/22/17,13749081
5/23/17,5157405
5/24/17,6655157
5/25/17,10326807
5/26/17,8235917
5/27/17,24252169
5/28/17,21289656
5/29/17,24197489
5/30/17,13079052
5/31/17,14604297
6/1/17,15455449
6/2/17,19328079
6/3/17,25368278
6/4/17,22758294
6/5/17,14606804
6/6/17,14741461
6/7/17,15573877
6/8/17,17466771
6/9/17,19011752
6/10/17,26494593
6/11/17,23249406
6/12/17,15615477
6/13/17,14727748
6/14/17,9355583
6/15/17,16325419
6/16/17,15606250
6/17/17,18247785
6/18/17,22729864
6/19/17,14282157
6/20/17,15451910
6/21/17,17495397
6/22/17,16046714
6/23/17,17387537
6/24/17,27408840
6/25/17,22311889
6/26/17,16774703
6/27/17,17707383
6/28/17,11037804
6/29/17,12549408
6/30/17,16747092
7/1/17,28252191
7/2/17,28973531
7/3/17,26703505
7/4/17,30066183
7/5/17,17523747
7/6/17,17889711
7/7/17,17408821
7/8/17,29673484
7/9/17,24021629
7/10/17,11509913
7/11/17,15068766
7/12/17,9943505
7/13/17,16402431
7/14/17,18469252
7/15/17,30193253
7/16/17,21278711
7/17/17,19437102
7/18/17,19052951
7/19/17,17328351
7/20/17,11449071
7/21/17,14241755
7/22/17,22527075
7/23/17,20753500
7/24/17,17448556
7/25/17,18533919
7/26/17,17445464
7/27/17,16654256
7/28/17,19680366
7/29/17,28427976
7/30/17,24348717
7/31/17,19027334
8/1/17,17802921
8/2/17,19972390
8/3/17,15030788
8/4/17,13447597
8/5/17,28073326
8/6/17,19125355
8/7/17,19145461
8/8/17,19643063
8/9/17,18205338
8/10/17,16179853
8/11/17,18567372
8/12/17,27610407
8/13/17,23563274
8/14/17,18015306
8/15/17,19611267
8/16/17,14330867
8/17/17,15179001
8/18/17,20577643
8/19/17,29098311
8/20/17,21451679
8/21/17,17226025
8/22/17,15257018
8/23/17,17101567
8/24/17,15015092
8/25/17,18688987
8/26/17,23866527
8/27/17,15678115
8/28/17,13327277
8/29/17,13011801
8/30/17,14966146
8/31/17,13293951
9/1/17,13919222
9/2/17,20590986
9/3/17,30952869
9/4/17,19324724
9/5/17,12697231
9/6/17,10771149
9/7/17,12032754
9/8/17,12628787
9/9/17,17793138
9/10/17,17219543
9/11/17,14434803
9/12/17,14931665
9/13/17,11266583
9/14/17,14690046
9/15/17,17705737
9/16/17,23332671
9/17/17,17569213
9/18/17,15302782
9/19/17,12469255
9/20/17,13442419
9/21/17,13588604
9/22/17,16120388
9/23/17,22398699
9/24/17,18584363
9/25/17,14438791
9/26/17,13835825
9/27/17,12178546
9/28/17,13214266
9/29/17,13567355
9/30/17,16632381
10/1/17,14083939
10/2/17,13721337
10/3/17,11472953
10/4/17,10987695
10/5/17,13097375
10/6/17,8708468
10/7/17,10671461
10/8/17,25555667
10/9/17,18587507
10/10/17,8264664
10/11/17,4966839
10/12/17,9863596
10/13/17,15651166
10/14/17,1053026
10/15/17,5924278
10/16/17,10485395
10/17/17,11219914
10/18/17,11352711
10/19/17,12035576
10/20/17,15384748
10/21/17,19029193
10/22/17,5969001
10/23/17,4391204
10/24/17,2254034
10/25/17,7638320
10/26/17,8511447
10/27/17,5774600
10/28/17,3555189
10/29/17,5279262
10/30/17,6102072
10/31/17,5471428
11/1/17,3978994
11/2/17,5215420
11/3/17,6608139
11/4/17,2020093
11/5/17,3697859
11/6/17,5577203
11/7/17,6018621
11/8/17,6249499
11/9/17,5278051
11/10/17,2928561
11/11/17,2087469
11/12/17,1482187
11/13/17,5274701
11/14/17,5763723
11/15/17,4023094
11/16/17,4785184
11/17/17,3563624
11/18/17,1062589
11/19/17,2856971
11/20/17,5471793
11/21/17,4232348
11/22/17,3458724
11/23/17,1877211
11/24/17,4858965
11/25/17,4372799
11/26/17,3030871
11/27/17,6252486
11/28/17,6874020
11/29/17,6067913
11/30/17,6148947
12/1/17,6446472
12/2/17,6379206
12/3/17,5972824
12/4/17,6089916
12/5/17,3480122
12/6/17,3858545
12/7/17,3149039
12/8/17,3540709
12/9/17,1111209
12/10/17,1456088
12/11/17,3176289
12/12/17,2642868
12/13/17,3164645
12/14/17,2942723
12/15/17,2864918
12/16/17,3015746
12/17/17,2131281
12/18/17,3854006
12/19/17,4589385
12/20/17,2426741
12/21/17,3397139
12/22/17,2908257
12/23/17,1116425
12/24/17,306460
12/25/17,179076
12/26/17,417222
12/27/17,632993
12/28/17,749819
12/29/17,679977
12/30/17,347532
12/31/17,422224
1/1/18,249267
1/2/18,981397
1/3/18,1376291
1/4/18,1334085
1/5/18,1185644
1/6/18,636221
1/7/18,684721
1/8/18,2849815
1/9/18,3076286
1/10/18,3224330
1/11/18,2869983
1/12/18,1788005
1/13/18,823469
1/14/18,723293
1/15/18,781351
1/16/18,1727812
1/17/18,2192896
1/18/18,2571734
1/19/18,2871927
1/20/18,3206957
1/21/18,2104364
1/22/18,3062941
1/23/18,2481569
1/24/18,2842356
1/25/18,3831056
1/26/18,4562699
1/27/18,4788042
1/28/18,2055990
1/29/18,2494405
1/30/18,2791778
1/31/18,3457033
2/1/18,2531772
2/2/18,1877990
2/3/18,1314338
2/4/18,414908
2/5/18,1383921
2/6/18,1829342
2/7/18,1754602
2/8/18,2001933
2/9/18,553710
2/10/18,677041
2/11/18,652068
2/12/18,2077284
2/13/18,2747734
2/14/18,3155897
2/15/18,3594982
2/16/18,3390070
2/17/18,1334305
2/18/18,1773138
2/19/18,1929978
2/20/18,1859379
2/21/18,3240597
2/22/18,3623212
2/23/18,3594841
2/24/18,2522748
2/25/18,3512395
2/26/18,5621992
2/27/18,7368561
2/28/18,5041531
3/1/18,2560790
3/2/18,4599034
3/3/18,4467643
3/4/18,4621625
3/5/18,3134704
3/6/18,3275867
3/7/18,3480663
3/8/18,3691342
3/9/18,3886697
3/10/18,3889901
3/11/18,3094263
3/12/18,4508666
3/13/18,3383363
3/14/18,5150787
3/15/18,5210879
3/16/18,4307476
3/17/18,3672928
3/18/18,9292644
3/19/18,4701979
3/20/18,3588692
3/21/18,4003281
3/22/18,4729217
3/23/18,4661375
3/24/18,2437602
3/25/18,3110347
3/26/18,4989547
3/27/18,4712064
3/28/18,6614038
3/29/18,4749201
3/30/18,6188150
3/31/18,4789334
4/1/18,2351967
4/2/18,6122306
4/3/18,2744042
4/4/18,3408391
4/5/18,4765203
4/6/18,15639256
4/7/18,7052626
4/8/18,3295975
4/9/18,2627082
4/10/18,5150310
4/11/18,7479136
4/12/18,12243364
4/13/18,5872726
4/14/18,1351148
4/15/18,14785286
4/16/18,7428689
4/17/18,4809118
4/18/18,4170837
4/19/18,12389960
4/20/18,10487273
4/21/18,7147172
4/22/18,10273084
4/23/18,8588658
4/24/18,9095539
4/25/18,17663005
4/26/18,15073674
4/27/18,7847716
4/28/18,7983395
4/29/18,10217991
4/30/18,16336594
5/1/18,17966550
5/2/18,19567211
5/3/18,7180352
5/4/18,32155327
5/5/18,31252885
5/6/18,17352098
5/7/18,16038418
5/8/18,23134101
5/9/18,11391633
5/10/18,16895147
5/11/18,10296392
5/12/18,5289701
5/13/18,9193019
5/14/18,12232983
5/15/18,10944022
5/16/18,18399897
5/17/18,12889736
5/18/18,12037451
5/19/18,19671887
5/20/18,6320903
5/21/18,5597308
5/22/18,12753112
5/23/18,22995367
5/24/18,26026282
5/25/18,23275862
5/26/18,40562760
5/27/18,59152068
5/28/18,37119853
5/29/18,18338552
5/30/18,19896449
5/31/18,20668482
6/1/18,22034689
6/2/18,23351041
6/3/18,33635678
6/4/18,22459566
6/5/18,17748451
6/6/18,18051876
6/7/18,20302114
6/8/18,15375743
6/9/18,34744603
6/10/18,8795101
6/11/18,13163017
6/12/18,18454912
6/13/18,23961969
6/14/18,28950921
6/15/18,22296165
6/16/18,48405974
6/17/18,31790832
6/18/18,17882521
6/19/18,19143427
6/20/18,20591583
6/21/18,6740783
6/22/18,8039705
6/23/18,39652351
6/24/18,37951122
6/25/18,28109953
6/26/18,13831637
6/27/18,30503050
6/28/18,20571168
6/29/18,28517976
6/30/18,34932526
7/1/18,28731243
7/2/18,33629805
7/3/18,33554541
7/4/18,36764330
7/5/18,17790869
7/6/18,35509657
7/7/18,52119790
7/8/18,35247263
7/9/18,31837925
7/10/18,24935404
7/11/18,30012851
7/12/18,21276814
7/13/18,29638135
7/14/18,19873381
7/15/18,37300657
7/16/18,21135221
7/17/18,37994929
7/18/18,26229901
7/19/18,29508371
7/20/18,17985073
7/21/18,35103337
7/22/18,36072504
7/23/18,31836170
7/24/18,35996610
7/25/18,30590378
7/26/18,30156711
7/27/18,26207813
7/28/18,41886817
7/29/18,44007995
7/30/18,27701550
7/31/18,20795575
8/1/18,28263040
8/2/18,34965384
8/3/18,26264208
8/4/18,40804139
8/5/18,41051028
8/6/18,18808122
8/7/18,19409060
8/8/18,24770092
8/9/18,33780825
8/10/18,25318759
8/11/18,45426063
8/12/18,45978410
8/13/18,22786599
8/14/18,36938393
8/15/18,16960222
8/16/18,27142414
8/17/18,38695295
8/18/18,35087963
8/19/18,37110795
8/20/18,13530972
8/21/18,17510641
8/22/18,21530207
8/23/18,22201742
8/24/18,17246531
8/25/18,33018616
8/26/18,36872462
8/27/18,18298321
8/28/18,13669121
8/29/18,19255060
8/30/18,18933573
8/31/18,36057793
9/1/18,14009335
9/2/18,37631106
9/3/18,22420718
9/4/18,18295274
9/5/18,15580775
9/6/18,8944780
9/7/18,11878562
9/8/18,21141793
9/9/18,27714641
9/10/18,18230843
9/11/18,19873066
9/12/18,19346212
9/13/18,28951655
9/14/18,26949459
9/15/18,32964723
9/16/18,29505751
9/17/18,31790127
9/18/18,17863167
9/19/18,14454588
9/20/18,18311795
9/21/18,21886745
9/22/18,28851530
9/23/18,24191227
9/24/18,13784266
9/25/18,21108422
9/26/18,16299170
9/27/18,16899796
9/28/18,10315765
9/29/18,22660409
9/30/18,29447422
10/1/18,13990629
10/2/18,13190381
10/3/18,24809297
10/4/18,13031708
10/5/18,11570815
10/6/18,13766052
10/7/18,11800421
10/8/18,22021273
10/9/18,20565742
10/10/18,12816242
10/11/18,10299583
10/12/18,8985947
10/13/18,13799871
10/14/18,11493035
10/15/18,8941604
10/16/18,9472425
10/17/18,10649092
10/18/18,18248081
10/19/18,8950724
10/20/18,6332603
10/21/18,8833692
10/22/18,13204874
10/23/18,15860360
10/24/18,9224315
10/25/18,13580172
10/26/18,9611485
10/27/18,15633438
10/28/18,5322216
10/29/18,11979288
10/30/18,10558529
10/31/18,9412598
11/1/18,9160334
11/2/18,8549800
11/3/18,17508751
11/4/18,2492831
11/5/18,8186141
11/6/18,10695986
11/7/18,6461914
11/8/18,6662701
11/9/18,4603643
11/10/18,3750512
11/11/18,4202776
11/12/18,12023215
11/13/18,4840822
11/14/18,5352486
11/15/18,4656007
11/16/18,5615850
11/17/18,2818689
11/18/18,3415597
11/19/18,4754517
11/20/18,4478493
11/21/18,3651564
11/22/18,1689639
11/23/18,4770829
11/24/18,5002665
11/25/18,1134109
11/26/18,1678738
11/27/18,2775241
11/28/18,3885201
11/29/18,4946188
11/30/18,5251691
12/1/18,2202541
12/2/18,3662314
12/3/18,5853351
12/4/18,4242357
12/5/18,4602842
12/6/18,4898890
12/7/18,3617457
12/8/18,4050858
12/9/18,4187770
12/10/18,3882087
12/11/18,5376167
12/12/18,5089994
12/13/18,4644409
12/14/18,4624961
12/15/18,5188337
12/16/18,4254912
12/17/18,5490584
12/18/18,4861493
12/19/18,6948345
12/20/18,5437568
12/21/18,3055957
12/22/18,1806405
12/23/18,2207067
12/24/18,1519039
12/25/18,1744595
12/26/18,3221717
12/27/18,2226939
12/28/18,3081035
12/29/18,1498575
12/30/18,1424513
12/31/18,1380492
1/1/19,1743364
1/2/19,2865987
1/3/19,4310602
1/4/19,7123068
1/5/19,9752816
1/6/19,3184635
1/7/19,4128430
1/8/19,5486702
1/9/19,4204953
1/10/19,3575665
1/11/19,3961780
1/12/19,1729449
1/13/19,2435213
1/14/19,3620427
1/15/19,3420233
1/16/19,6367147
1/17/19,4426490
1/18/19,5018486
1/19/19,511950
1/20/19,3646422
1/21/19,7046206
1/22/19,2482473
1/23/19,2208465
1/24/19,2654874
1/25/19,2068457
1/26/19,2073950
1/27/19,893282
1/28/19,957741
1/29/19,2432695
1/30/19,494413
1/31/19,888712
2/1/19,2301877
2/2/19,2458025
2/3/19,2465166
2/4/19,7420386
2/5/19,3990721
2/6/19,4098756
2/7/19,7631168
2/8/19,5774145
2/9/19,3065178
2/10/19,1553617
2/11/19,3160627
2/12/19,1657366
2/13/19,2400372
2/14/19,14805759
2/15/19,2384264
2/16/19,2456027
2/17/19,726916
2/18/19,1649975
2/19/19,2953718
2/20/19,2443934
2/21/19,3892958
2/22/19,3849989
2/23/19,1085052
2/24/19,1349275
2/25/19,2773998
2/26/19,2818078
2/27/19,3051895
2/28/19,4045594
3/1/19,3644828
3/2/19,3236175
3/3/19,1660328
3/4/19,1896243
3/5/19,2235769
3/6/19,3065974
3/7/19,2948970
3/8/19,3775518
3/9/19,1880379
3/10/19,1818003
3/11/19,4724940
3/12/19,13868116
3/13/19,5537216
3/14/19,6073846
3/15/19,5301802
3/16/19,8715595
3/17/19,6048149
3/18/19,5595438
3/19/19,7327148
3/20/19,3510133
3/21/19,4841990
3/22/19,6197294
3/23/19,10000865
3/24/19,3357887
3/25/19,4657857
3/26/19,6441214
3/27/19,9547371
3/28/19,9441924
3/29/19,10452958
3/30/19,4586149
3/31/19,4664968
4/1/19,6814937
4/2/19,6461227
4/3/19,14149875
4/4/19,3067595
4/5/19,8916669
4/6/19,19056137
4/7/19,11264707
4/8/19,16882584
4/9/19,16900699
4/10/19,5169463
4/11/19,6560971
4/12/19,11440922
4/13/19,12700632
4/14/19,634472
4/15/19,7755275
4/16/19,13154270
4/17/19,13588642
4/18/19,5207466
4/19/19,9733106
4/20/19,15564802
4/21/19,27907025
4/22/19,19535774
4/23/19,10358164
4/24/19,11745127
4/25/19,11608934
4/26/19,17260132
4/27/19,2110391
4/28/19,8472665
4/29/19,5133093
4/30/19,3171485
5/1/19,9233551
5/2/19,4412489
5/3/19,9728183
5/4/19,27591804
5/5/19,34300519
5/6/19,10504669
5/7/19,6212443
5/8/19,11252783
5/9/19,13630033
5/10/19,11153462
5/11/19,6341492
5/12/19,6047293
5/13/19,12800013
5/14/19,16066287
5/15/19,19149357
5/16/19,17792702
5/17/19,7712638
5/18/19,17869294
5/19/19,16255555
5/20/19,12092127
5/21/19,6618508
5/22/19,23000772
5/23/19,26285512
5/24/19,13269294
5/25/19,32325404
5/26/19,26677470
5/27/19,12656862
5/28/19,11652719
5/29/19,15484380
5/30/19,22539295
5/31/19,27806174
6/1/19,17508975
6/2/19,29623877
6/3/19,19849883
6/4/19,21039554
6/5/19,21506753
6/6/19,18063232
6/7/19,23986964
6/8/19,33886755
6/9/19,13637320
6/10/19,21185965
6/11/19,23481878
6/12/19,10241225
6/13/19,15804599
6/14/19,25016123
6/15/19,13199702
6/16/19,14058167
6/17/19,17485274
6/18/19,22358226
6/19/19,13399911
6/20/19,16173934
6/21/19,27266679
6/22/19,37232627
6/23/19,18255686
6/24/19,18993681
6/25/19,27604111
6/26/19,25435533
6/27/19,24482359
6/28/19,22775134
6/29/19,40738605
6/30/19,25770752
7/1/19,24918433
7/2/19,18567988
7/3/19,22718078
7/4/19,35568528
7/5/19,29551849
7/6/19,36146704
7/7/19,16137576
7/8/19,22207695
7/9/19,35721333
7/10/19,38406249
7/11/19,23881804
7/12/19,57574716
7/13/19,44288829
7/14/19,39664168
7/15/19,40685828
7/16/19,39227126
7/17/19,20400064
7/18/19,18591018
7/19/19,35920015
7/20/19,26225766
7/21/19,24380630
7/22/19,38651271
7/23/19,26781800
7/24/19,38515935
7/25/19,48770750
7/26/19,33900126
7/27/19,46301813
7/28/19,39605117
7/29/19,20386553
7/30/19,31165915
7/31/19,31254102
8/1/19,42455091
8/2/19,38921554
8/3/19,57901515
8/4/19,45811688
8/5/19,41411082
8/6/19,29388073
8/7/19,42783120
8/8/19,35802581
8/9/19,35360126
8/10/19,46753114
8/11/19,53345246
8/12/19,14946246
8/13/19,34227168
8/14/19,33470854
8/15/19,37639358
8/16/19,36525611
8/17/19,29329425
8/18/19,32916548
8/19/19,34497869
8/20/19,20392503
8/21/19,32691693
8/22/19,36465625
8/23/19,48010192
8/24/19,53755366
8/25/19,43654440
8/26/19,20724487
8/27/19,31917117
8/28/19,35140374
8/29/19,24094088
8/30/19,32493620
8/31/19,39910836
9/1/19,40875434
9/2/19,36814635
9/3/19,14394911
9/4/19,18534817
9/5/19,33063134
9/6/19,25108342
9/7/19,35355037
9/8/19,20221053
9/9/19,28122684
9/10/19,22602824
9/11/19,19098151
9/12/19,19468189
9/13/19,21079348
9/14/19,42398595
9/15/19,23253086
9/16/19,25344899
9/17/19,21395094
9/18/19,21191884
9/19/19,22427544
9/20/19,24431468
9/21/19,33035478
9/22/19,12723033
9/23/19,20485736
9/24/19,24031774
9/25/19,22987691
9/26/19,22211796
9/27/19,8588222
9/28/19,14695354
9/29/19,14682179
9/30/19,20226521
10/1/19,22250280
10/2/19,8987642
10/3/19,17611810
10/4/19,19724256
10/5/19,17754647
10/6/19,30059452
10/7/19,17387158
10/8/19,20804094
10/9/19,20222018
10/10/19,20724297
10/11/19,7328363
10/12/19,12230276
10/13/19,17508360
10/14/19,16924295
10/15/19,12376613
10/16/19,14858566
10/17/19,12267388
10/18/19,16998999
10/19/19,37904411
10/20/19,22435066
10/21/19,10969014
10/22/19,16052203
10/23/19,15775728
10/24/19,11710341
10/25/19,11801052
10/26/19,6089349
10/27/19,16725926
10/28/19,10554336
10/29/19,11434172
10/30/19,5961770
10/31/19,3060292
11/1/19,6270619
11/2/19,6814471
11/3/19,8861070
11/4/19,10456007
11/5/19,11218680
11/6/19,8896006
11/7/19,5498610
11/8/19,8189675
11/9/19,6780366
11/10/19,8254226
11/11/19,1662233
11/12/19,2713948
11/13/19,5882002
11/14/19,4749325
11/15/19,4739976
11/16/19,4994077
11/17/19,3213780
11/18/19,6494571
11/19/19,6202876
11/20/19,12189328
11/21/19,5928399
11/22/19,6335433
11/23/19,8075273
11/24/19,7068816
11/25/19,8180326
11/26/19,7839009
11/27/19,4061426
11/28/19,2896921
11/29/19,6846930
11/30/19,2157130
12/1/19,3205076
12/2/19,5742970
12/3/19,9327227
12/4/19,5990628
12/5/19,9162216
12/6/19,6023550
12/7/19,4756195
12/8/19,4186069
12/9/19,5423697
12/10/19,3767270
12/11/19,3237615
12/12/19,5018930
12/13/19,9054296
12/14/19,5208553
12/15/19,2375567
12/16/19,3873199
12/17/19,5011199
12/18/19,2970261
12/19/19,4371755
12/20/19,5179639
12/21/19,5042727
12/22/19,6609858
12/23/19,4812172
12/24/19,4330722
12/25/19,4908439
12/26/19,8443110
12/27/19,4401416
12/28/19,4081125
12/29/19,5889200
12/30/19,2712432
12/31/19,2209740
